"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.00114258430231e-11,0.356311547408245,0.356,0.322,2.8146070448212e-07,"0","UQCRB1"
2.15782624058968e-11,0.513001074910851,0.105,0.073,3.03498260738939e-07,"0","METTL52"
2.63666640248201e-11,0.616910170216743,0.109,0.078,3.70847129509095e-07,"0","C19orf241"
3.40627128384069e-11,0.543416868652384,0.152,0.116,4.79092056072194e-07,"0","MRPS211"
3.78348637797655e-11,0.504331559603604,0.152,0.115,5.32147359062402e-07,"0","CAMLG2"
6.57792719515263e-11,0.274898508632543,0.345,0.302,9.25185459998218e-07,"0","NDUFS52"
6.72744912224157e-11,0.415503589108345,0.18,0.141,9.46215719043277e-07,"0","ATP5IF12"
8.27357311794987e-11,0.420739520125748,0.145,0.109,1.16367805903965e-06,"0","BTN3A2"
1.9002415768701e-10,0.374187887301991,0.218,0.178,2.67268977786779e-06,"0","C9orf782"
2.17575087030575e-10,0.268861854614544,0.452,0.427,3.06019359908504e-06,"0","COX7C2"
2.18238560084569e-10,0.466887333044158,0.104,0.074,3.06952534758946e-06,"0","SATB12"
2.57755932115088e-10,0.558617048806218,0.119,0.088,3.62533718519871e-06,"0","PDAP11"
2.67041072402365e-10,0.521507088535976,0.114,0.083,3.75593268333927e-06,"0","PDHB"
3.23094465368558e-10,0.355194230650047,0.187,0.148,4.54432365540877e-06,"0","LSM71"
3.71000242792988e-10,0.391530643765893,0.169,0.132,5.21811841488338e-06,"0","RPA31"
5.43819028298051e-10,0.412787422316746,0.136,0.104,7.64881463301209e-06,"0","TOMM222"
7.94684746707381e-10,0.493625272817342,0.154,0.12,1.11772409624393e-05,"0","TMEM14B1"
8.366144500203e-10,0.611889431802952,0.124,0.095,1.17669822395355e-05,"0","BIN11"
8.73580233034188e-10,0.432797923984946,0.148,0.113,1.22869059776259e-05,"0","SARS1"
9.2021969054063e-10,0.389401898489514,0.187,0.15,1.2942889947454e-05,"0","RPA21"
9.63436663367939e-10,0.509252667077116,0.194,0.162,1.35507366702701e-05,"0","MAX1"
1.31037930641757e-09,0.330367085544251,0.371,0.344,1.84304849447631e-05,"0","NDUFB21"
1.48797047702784e-09,0.535860962570555,0.146,0.114,2.09283047593966e-05,"0","TMEM147"
1.48844337551137e-09,0.439239933693527,0.189,0.153,2.09349560765674e-05,"0","GCC22"
1.64374638829289e-09,0.421982190040918,0.172,0.137,2.31192929513395e-05,"0","CCT71"
1.89630671139579e-09,0.535277908454427,0.101,0.073,2.66715538957818e-05,"0","PPIE1"
2.49165179366563e-09,0.404449025156196,0.177,0.142,3.50450824779071e-05,"0","CNPY2"
3.4172973671475e-09,0.283033498856617,0.353,0.322,4.80642874689296e-05,"0","NDUFV22"
4.36032020863854e-09,0.460529902162584,0.163,0.13,6.13279037345011e-05,"0","NAA202"
5.32077614531787e-09,0.565902993102299,0.106,0.078,7.48367164838958e-05,"0","BEX42"
6.59418211146492e-09,0.493497769742927,0.127,0.098,9.27471713977541e-05,"0","TOMM201"
6.89254541900068e-09,0.374085488355699,0.251,0.219,9.69436513182445e-05,"0","PCNP1"
7.75617137562807e-09,0.270065382857772,0.27,0.233,0.000109090550398209,"0","SON1"
1.06329151021972e-08,0.430669297530242,0.156,0.124,0.000149551950912404,"0","EIF5B2"
1.26135148929194e-08,0.552704509583199,0.118,0.09,0.000177409086968911,"0","ERGIC22"
1.51873373955966e-08,0.349522923315994,0.291,0.258,0.000213609900469067,"0","ATP5F1A1"
1.90912671411848e-08,0.416199874099425,0.18,0.147,0.000268518672340764,"0","DUT3"
2.18934876004443e-08,0.46718855235661,0.145,0.115,0.000307931903100249,"0","BLOC1S42"
2.41461899137614e-08,0.573797084960725,0.104,0.078,0.000339616161137054,"0","NIFK2"
3.08011128867337e-08,0.302722235292666,0.241,0.206,0.000433217652751909,"0","PYURF1"
3.20570579077798e-08,0.318054774848781,0.207,0.172,0.000450882519472922,"0","ECH12"
3.82140242465022e-08,0.298260867523519,0.239,0.203,0.000537480251027054,"0","MDH13"
6.62731314232895e-08,0.559251994097039,0.164,0.136,0.000932131593468567,"0","PDCD5"
7.8806003312519e-08,0.266266790795065,0.396,0.37,0.00110840643659058,"0","H2AFZ1"
8.29310133972143e-08,0.436368150405434,0.116,0.089,0.00116642470343182,"0","NDUFB62"
1.03754627203081e-07,0.307490501279204,0.304,0.277,0.00145930883161134,"0","LITAF1"
1.14873251058183e-07,0.315534876177717,0.293,0.264,0.00161569227613334,"0","NDUFB111"
1.34179732538947e-07,0.436313467658431,0.18,0.151,0.00188723793816029,"0","MRPL573"
2.34786869541365e-07,0.36369125815712,0.134,0.106,0.0033022773200993,"0","P2RY102"
2.66462068193813e-07,0.329550091091816,0.283,0.254,0.00374778898914598,"0","C19orf532"
2.74826387267657e-07,0.453668832890932,0.23,0.205,0.0038654331369196,"0","NOSIP"
3.5439156655676e-07,0.464780927260839,0.11,0.085,0.00498451738362082,"0","SCP21"
5.77035923494089e-07,0.532776665330875,0.126,0.102,0.00811601026394436,"0","DYNLT31"
5.96756304250615e-07,0.366753844247,0.144,0.117,0.0083933774192849,"0","RPL7L12"
6.34668988013287e-07,0.369050655845704,0.159,0.13,0.00892661931640689,"0","ABT11"
6.87592690124411e-07,0.515658507743876,0.109,0.086,0.00967099118659984,"0","MRPL161"
9.40787543062373e-07,0.601463830153744,0.103,0.081,0.0132321767931723,"0","CASP82"
1.15684581130215e-06,0.275704798891235,0.369,0.351,0.0162710363359647,"0","UBXN11"
1.23512787016235e-06,0.401473745329828,0.153,0.127,0.0173720734938334,"0","PDCD23"
1.38463050293744e-06,0.382778336722905,0.215,0.189,0.019474828023815,"0","ARL6IP41"
1.52374132905579e-06,0.475430830815578,0.174,0.15,0.0214314217931697,"0","ABRACL1"
1.53691427968676e-06,0.355679534073109,0.106,0.082,0.0216166993437943,"0","MRPL92"
1.5672284091646e-06,0.589067578656291,0.12,0.097,0.0220430675749001,"0","JAGN11"
1.59199792438091e-06,0.390189055239127,0.111,0.087,0.0223914508064175,"0","TAF1D2"
1.61489946659146e-06,0.327967381307348,0.203,0.176,0.0227135609976089,"0","HNRNPR1"
4.00996974693378e-06,0.354644997049026,0.261,0.239,0.0564002244906236,"0","RPS27L"
4.11257613132103e-06,0.379534185505765,0.191,0.165,0.0578433832870303,"0","OSTC1"
4.55223530735764e-06,0.516183386956668,0.102,0.08,0.0640271895979852,"0","AIP1"
4.61147083684525e-06,0.312680933880693,0.271,0.248,0.0648603373202285,"0","SELENOF2"
1.01129967265177e-05,0.470246183734127,0.108,0.087,0.142239298958472,"0","RDH141"
1.10112647520241e-05,0.37585073638616,0.146,0.122,0.154873438737219,"0","NDUFB71"
1.17197490753188e-05,0.265030024865112,0.391,0.382,0.164838270744359,"0","CCNI1"
1.5171514151261e-05,0.379392807198902,0.192,0.169,0.213387346537486,"0","UGP22"
1.572895059632e-05,0.356397132253383,0.186,0.163,0.22122769013724,"0","UQCRQ2"
1.58325307088796e-05,0.404452327383561,0.159,0.137,0.222684544420391,"0","CHURC11"
2.24994050428039e-05,0.375306589640087,0.12,0.098,0.316454131927037,"0","LSM21"
2.69924007026636e-05,0.50662398245898,0.156,0.137,0.379648115882964,"0","CMTM71"
2.83149937470404e-05,0.320111542973096,0.231,0.209,0.398250387052124,"0","RTRAF2"
2.90946230276966e-05,0.31969984194999,0.158,0.135,0.409215872884553,"0","SNRPD12"
3.01015934880131e-05,0.31320036646677,0.254,0.235,0.423378912408904,"0","EIF2S22"
4.11631718905652e-05,0.353893021177739,0.105,0.085,0.578960012640799,"0","DPY301"
4.54493727350958e-05,0.451073325473638,0.105,0.085,0.639245427519122,"0","MRPS342"
4.63156838928691e-05,0.328717964541623,0.239,0.218,0.651430093953204,"0","GADD45GIP11"
5.22545327230259e-05,0.531178217939032,0.107,0.088,0.734960002749359,"0","FNTA1"
7.33359736677876e-05,0.279911026561133,0.102,0.082,1,"0","SLC38A12"
0.000136051370211654,0.408404559425801,0.115,0.096,1,"0","MRPL362"
0.000137797618218087,0.278773449950039,0.146,0.125,1,"0","BUD232"
0.000163519569813205,0.305623740240228,0.183,0.162,1,"0","RANBP12"
0.000204313687927272,0.255132475553126,0.18,0.159,1,"0","SS18L22"
0.000205961861772112,0.383189295699224,0.154,0.135,1,"0","SMIM261"
0.000275526279018838,0.293816168286916,0.168,0.147,1,"0","MEAF61"
0.0003375061944248,0.277018339698685,0.195,0.176,1,"0","TUFM1"
0.000347225496332773,0.417264419981433,0.103,0.086,1,"0","FIS1"
0.000415590420803289,0.327985122741136,0.153,0.136,1,"0","SOCS32"
0.000431245323914198,0.417298876521884,0.16,0.143,1,"0","RBM31"
0.000444813694565741,0.325451274587786,0.109,0.091,1,"0","PRDX41"
0.000461124816570853,0.281644027117152,0.211,0.194,1,"0","MINOS12"
0.000543779255740193,0.362374659262125,0.128,0.111,1,"0","TPR2"
0.000679956403795797,0.303490569976646,0.24,0.227,1,"0","GDI21"
0.000879903360337484,0.265311152899757,0.12,0.103,1,"0","CRBN2"
0.000947515292101467,0.429533439920079,0.107,0.092,1,"0","ETFB1"
0.000957973294874253,0.376964925313188,0.111,0.095,1,"0","SUCLG13"
0.00117376234710135,0.448975286760772,0.121,0.106,1,"0","XRN21"
0.00166703027101486,0.299319588941123,0.134,0.118,1,"0","MRPS72"
0.00210959021070524,0.32562524368778,0.16,0.144,1,"0","TUBB1"
0.00212954519215902,0.254474530658997,0.101,0.085,1,"0","GPR1711"
0.00218294960902483,0.326037156245783,0.135,0.12,1,"0","POLR3GL"
0.00225510799506306,0.395441219750059,0.136,0.122,1,"0","LSM61"
0.00228578608120582,0.26426334804928,0.143,0.128,1,"0","YTHDF21"
0.00240271557072773,0.412055644912622,0.12,0.106,1,"0","SYPL12"
0.00262985506323317,0.285841344767936,0.129,0.114,1,"0","LSM41"
0.00268404843839221,0.327047807108479,0.185,0.173,1,"0","ANAPC111"
0.00270621081567913,0.345372554198459,0.14,0.126,1,"0","NDUFS71"
0.00354408269448687,0.410096934139733,0.106,0.094,1,"0","G3BP11"
0.0035452073194837,0.256156638420291,0.179,0.164,1,"0","MKRN11"
0.00360155736632616,0.382853758604708,0.103,0.089,1,"0","MRPS121"
0.00480081545590822,0.419879700999105,0.227,0.221,1,"0","STAT12"
0.00586724643224255,0.366059606664684,0.113,0.1,1,"0","NUTF21"
0.00657288397967919,0.27270986423596,0.211,0.2,1,"0","EIF3L"
0.00686250302096161,0.317314959751979,0.161,0.149,1,"0","LAMTOR21"
0.00737136040564092,0.284665147938663,0.116,0.103,1,"0","SDHA1"
0.00787434129915779,0.265065549716412,0.109,0.096,1,"0","IER3IP11"
0.00814013178829655,0.353044656753966,0.107,0.095,1,"0","KRTCAP21"
0.00966157138985234,0.407900886809851,0.106,0.095,1,"0","APBB1IP2"
0,4.06194108541419,0.953,0.112,0,"8","GNLY"
0,3.09005637453505,0.905,0.148,0,"8","NKG7"
0,3.16732119750943,0.82,0.116,0,"8","GZMB1"
0,2.78054136756206,0.633,0.117,0,"8","CST7"
0,3.41535058141056,0.574,0.077,0,"8","PRF1"
0,3.89717763251376,0.543,0.051,0,"8","CLIC31"
0,3.20303904504903,0.523,0.065,0,"8","KLRD1"
0,2.19368409806691,0.705,0.25,0,"8","APOBEC3G"
0,3.48325178182213,0.413,0.052,0,"8","CTSW"
0,3.10636984907941,0.373,0.053,0,"8","GZMA"
0,2.8171753392831,0.334,0.052,0,"8","FGFBP2"
0,4.15393698169872,0.245,0.015,0,"8","KLRC1"
0,3.03314829113751,0.243,0.033,0,"8","FASLG"
0,4.40159324595407,0.167,0.009,0,"8","SH2D1B"
0,4.78160287577733,0.136,0.007,0,"8","LINC009961"
9.88131291682493e-324,4.25021241263176,0.122,0.007,1.38980666175143e-319,"8","KLRF1"
2.57902267129131e-321,3.16361607727829,0.262,0.041,3.62739538717122e-317,"8","TNFRSF18"
1.55037799664983e-320,0.963108758216476,0.993,0.958,2.18060665228799e-316,"8","HLA-A"
6.36069114003392e-287,2.88088794613409,0.235,0.036,8.9463120884577e-283,"8","HOPX"
2.99160126869e-282,2.22063142407786,0.494,0.16,4.20768718441248e-278,"8","CHST121"
4.380551151573e-277,2.54508768263494,0.377,0.096,6.16124519468742e-273,"8","APMAP"
4.62457216657705e-271,3.62902034711719,0.146,0.014,6.50446075229062e-267,"8","MATK"
1.95307421749653e-264,1.87076213349608,0.628,0.265,2.74699888690886e-260,"8","CD72"
2.72767220335639e-263,0.797976750399594,1,0.988,3.83647095402076e-259,"8","HLA-B"
1.75986400674881e-255,3.08315896167296,0.155,0.017,2.47524872549221e-251,"8","TRDC"
9.40708368637068e-227,0.461238615567538,1,1,1.32310632048804e-222,"8","B2M"
1.13818717398674e-226,0.849264011513556,0.581,0.209,1.60086026021235e-222,"8","CCL5"
3.14395810660088e-226,2.69768466765742,0.237,0.046,4.42197707693414e-222,"8","C1orf21"
1.68083087153671e-221,4.01704989877036,0.113,0.01,2.36408862081638e-217,"8","FEZ1"
8.34066297602056e-217,2.39257463299935,0.303,0.075,1.17311424757729e-212,"8","SH2D2A1"
7.17494452135284e-216,2.75565403375867,0.238,0.048,1.00915594692828e-211,"8","GCHFR"
1.90228564668808e-215,1.7912258782692,0.593,0.274,2.67556476206678e-211,"8","RARRES31"
5.15785268020787e-214,3.02715746931277,0.175,0.026,7.25451979471237e-210,"8","KLRB1"
3.83369852143537e-213,3.35624685834989,0.14,0.017,5.39209697039885e-209,"8","SPON2"
2.32384753417562e-211,3.53520872594319,0.178,0.028,3.26849155681801e-207,"8","IGFBP7"
6.36605211829819e-211,3.0233362164344,0.181,0.029,8.95385230438641e-207,"8","SLA2"
9.75746495471114e-209,2.65853738818392,0.235,0.048,1.37238744588012e-204,"8","AOAH"
5.76102988429693e-203,3.33303269085928,0.12,0.013,8.10288853226363e-199,"8","S1PR5"
7.80665352267421e-202,3.38017669830274,0.149,0.02,1.09800581796413e-197,"8","CD300A"
5.24916887400625e-200,0.532112028896469,1,0.998,7.38295602128979e-196,"8","TMSB4X1"
1.07257749774684e-191,1.99909089992303,0.385,0.127,1.50858025058092e-187,"8","CD2472"
5.17122345272665e-190,0.789499707123671,0.979,0.93,7.27332578626004e-186,"8","HLA-C"
6.07200063820031e-189,3.59586868206343,0.108,0.011,8.54026889762874e-185,"8","RAMP1"
8.00575811881279e-183,3.12128843518574,0.137,0.019,1.12600987941102e-178,"8","IL2RB"
8.4464372256078e-143,3.04047406387169,0.131,0.022,1.18799139578174e-138,"8","AKR1C31"
5.7298026504498e-138,1.3859170443399,0.261,0.074,8.05896742785764e-134,"8","GZMH"
5.72723341142717e-123,2.09597682083556,0.213,0.059,8.05535379317232e-119,"8","CXCR3"
1.38611526642654e-118,1.23773699747815,0.625,0.41,1.94957112222893e-114,"8","LDHA1"
3.07347477738519e-114,1.62142298633203,0.47,0.242,4.32284227439226e-110,"8","ALOX5AP2"
8.84185000856504e-114,1.56562514796497,0.34,0.138,1.24360620370467e-109,"8","DUSP21"
1.23154679502086e-100,2.21151529138342,0.26,0.098,1.73217056719684e-96,"8","CD382"
1.16790672236606e-99,1.27493991112357,0.549,0.348,1.64266080500786e-95,"8","SEPT7"
1.58464273391853e-98,0.701199784828895,0.922,0.749,2.22880000525642e-94,"8","SRGN3"
2.81925497580142e-97,0.671268468121855,0.832,0.733,3.9652821234647e-93,"8","UBB2"
5.12358881020205e-92,2.15517964355395,0.171,0.05,7.20632766154918e-88,"8","GNG2"
2.23046020648646e-87,2.33378331880778,0.197,0.067,3.1371422804232e-83,"8","CEBPD2"
9.3420417237059e-83,2.17722232861988,0.155,0.045,1.31395816843923e-78,"8","EIF4EBP1"
3.0371669673327e-82,0.387776117856602,0.994,0.989,4.27177533955344e-78,"8","MT-CO1"
8.02105104251844e-82,1.47048266639649,0.411,0.227,1.12816082913022e-77,"8","CLEC2B1"
2.32222280474123e-81,1.46638315793603,0.301,0.134,3.26620637486854e-77,"8","ID22"
1.40245037353618e-78,0.778156342593648,0.719,0.589,1.97254645037864e-74,"8","HMGB1"
1.1278527638182e-75,2.4628608404576,0.102,0.023,1.5863249123103e-71,"8","TMIGD2"
1.11483197015541e-73,2.12159191550144,0.123,0.033,1.56801116602358e-69,"8","PYHIN1"
3.19633645519009e-73,0.454273708829612,0.981,0.92,4.49564722422486e-69,"8","PTMA3"
1.40790670271305e-70,2.2297605032108,0.186,0.069,1.9802207773659e-66,"8","LAT21"
1.52771145874373e-69,2.24295490911671,0.128,0.037,2.14872616672306e-65,"8","ITM2C1"
6.1569078029745e-69,1.16658379867641,0.433,0.257,8.65969082488363e-65,"8","EVL1"
2.19701999855478e-65,1.87999216218189,0.157,0.053,3.0901086279673e-61,"8","GZMM1"
1.74674943516533e-64,2.12130876327196,0.113,0.031,2.45680308056003e-60,"8","SLC9A3R1"
2.30705018274109e-64,1.45832263975958,0.326,0.176,3.24486608202535e-60,"8","AC004687.11"
1.23340343776183e-63,1.38409325356775,0.35,0.196,1.73478193521202e-59,"8","DHRS71"
1.65333504568903e-61,0.654998006785003,0.755,0.617,2.32541574176162e-57,"8","CXCR42"
2.82523270792188e-58,2.33791308369096,0.112,0.033,3.97368980369212e-54,"8","GNPTAB"
8.5486436489396e-57,1.94474818363546,0.128,0.041,1.20236672922335e-52,"8","APOBEC3C"
1.24520370353624e-56,1.68655682645991,0.15,0.053,1.75137900902373e-52,"8","C12orf751"
4.5753697062314e-56,1.41060379703706,0.235,0.107,6.43525749181447e-52,"8","CD962"
6.33167764980042e-54,0.592426636123077,0.782,0.629,8.90550461444429e-50,"8","CYBA3"
1.1990629399418e-53,2.13797824759835,0.108,0.033,1.68648202502814e-49,"8","AKNA"
2.73839120745901e-52,1.80917489906905,0.15,0.056,3.85154723329109e-48,"8","PAXX1"
4.27804526826376e-49,1.69843525960641,0.176,0.075,6.01707066981298e-45,"8","HMGN31"
1.61403426789244e-47,1.88687819040652,0.133,0.049,2.27013919779072e-43,"8","SYTL3"
9.67050400511308e-45,0.842609933176274,0.527,0.389,1.36015638831915e-40,"8","IFITM21"
1.82737565134217e-44,1.02023413744984,0.479,0.369,2.57020385361276e-40,"8","PDIA31"
9.11979444270327e-44,1.07304532148034,0.423,0.296,1.28269908836622e-39,"8","HSPA51"
9.1789017315839e-43,1.68871923941473,0.121,0.044,1.29101252854728e-38,"8","SLA"
1.6990210753752e-42,1.43330660084376,0.213,0.107,2.38967314251522e-38,"8","CDK2AP21"
2.83275331224177e-41,0.373617906140311,0.865,0.785,3.98426753366805e-37,"8","BTG11"
6.15551375389498e-41,0.845364116347922,0.49,0.368,8.65773009485329e-37,"8","IL2RG2"
1.17378187973015e-40,1.6297407916248,0.17,0.078,1.65092421384046e-36,"8","ITGAE1"
5.92717773614359e-39,0.275162015891889,0.981,0.981,8.33657548588595e-35,"8","MT-CO2"
7.02377184372565e-38,1.71037585346543,0.134,0.056,9.87893509820013e-34,"8","RAB27A"
7.3695419106959e-37,2.05940992244682,0.107,0.04,1.03652606973938e-32,"8","ADAM10"
2.11547080016068e-36,1.16565873957413,0.31,0.197,2.975409680426e-32,"8","PRDX51"
2.38620971811933e-36,1.19737197160496,0.144,0.061,3.35620396853484e-32,"8","TIGIT1"
4.20782652715182e-36,1.03742886573544,0.423,0.322,5.91830801043904e-32,"8","JAK1"
1.18999588998691e-35,0.881008824793388,0.354,0.228,1.67372921926659e-31,"8","PLAC82"
2.75818099774683e-35,1.79624015387666,0.132,0.057,3.87938157333092e-31,"8","DUSP10"
3.72810397305986e-35,1.69379882958145,0.1,0.037,5.2435782381087e-31,"8","PTPN7"
1.70800050258359e-34,0.957558701374231,0.31,0.195,2.40230270688383e-30,"8","CD691"
2.18285533419963e-34,0.822422619510675,0.486,0.387,3.07018602755178e-30,"8","IER21"
1.28902722497719e-32,0.711780879300359,0.436,0.335,1.81301679193042e-28,"8","DNAJB61"
6.42776615671032e-31,0.442120029413391,0.45,0.307,9.04065309941306e-27,"8","TRBC13"
6.48137237302787e-31,0.800306077130656,0.413,0.302,9.1160502426637e-27,"8","STK17A2"
9.1505873218242e-31,1.52735955282028,0.151,0.073,1.28703010681457e-26,"8","PRKX1"
2.18102776427447e-30,1.53856943900234,0.117,0.05,3.06761555045204e-26,"8","YPEL3"
2.36077248740442e-30,1.26370043511881,0.171,0.087,3.32042650353431e-26,"8","PIK3R12"
6.40648822037624e-29,1.5790841883477,0.142,0.069,9.01072568195918e-25,"8","LBR"
1.07433004798943e-28,1.19536156930235,0.296,0.202,1.51104521249713e-24,"8","OSTF1"
1.5020818834285e-28,0.739841277774451,0.472,0.375,2.11267816904218e-24,"8","LIMD21"
2.7737464489795e-28,1.29944304021175,0.179,0.097,3.90127438048966e-24,"8","AC245297.31"
5.3248661392437e-28,1.2894580018196,0.2,0.114,7.48942422484626e-24,"8","CCSER21"
8.07667141459282e-27,1.80171101606722,0.179,0.103,1.13598383446248e-22,"8","HAVCR22"
1.6425190173722e-26,0.407816783795203,0.766,0.755,2.310202997934e-22,"8","UBC1"
2.81325532633109e-26,0.714782908213208,0.515,0.446,3.95684361648468e-22,"8","DRAP1"
2.8558661794855e-26,1.69013610134058,0.102,0.045,4.01677578144635e-22,"8","ADGRE5"
1.73290217233516e-25,1.04218530415135,0.242,0.151,2.4373269053894e-21,"8","SLFN52"
9.95795152764374e-25,1.22604284398206,0.197,0.117,1.40058588236309e-20,"8","ARPC5L1"
3.30298942538616e-23,1.31623009163696,0.129,0.065,4.64565462680563e-19,"8","DUSP41"
4.84396947082943e-23,1.23322214341185,0.165,0.092,6.81304306072159e-19,"8","HDDC2"
5.22924631666825e-23,1.04206208177986,0.281,0.195,7.35493494439389e-19,"8","NCOR1"
2.43104661823806e-22,0.883816414881909,0.326,0.239,3.41926706855183e-18,"8","VAMP82"
1.43080572359594e-21,0.500524142545512,0.565,0.504,2.01242825023769e-17,"8","PTPRC1"
5.46217629805173e-21,0.396620660570587,0.75,0.709,7.68255096320976e-17,"8","ARPC22"
7.56943934449315e-21,1.31329316824209,0.116,0.059,1.06464164380296e-16,"8","ARHGAP91"
4.37065633780941e-20,1.12692572899348,0.249,0.174,6.14732813912893e-16,"8","MANF1"
9.91177913497945e-20,1.23739599749424,0.114,0.058,1.39409173533486e-15,"8","PITPNC11"
2.10936736733165e-19,1.33165764429451,0.128,0.07,2.96682520215197e-15,"8","LYST"
4.06305091594805e-19,1.01888328852768,0.306,0.237,5.71468111328093e-15,"8","PDIA61"
1.5285631724674e-18,1.05518897582215,0.168,0.102,2.14992410207539e-14,"8","DSTN"
1.75544926665124e-18,1.06669205485794,0.227,0.155,2.46903939354496e-14,"8","CLDND11"
3.37926450970508e-18,0.893376387890602,0.321,0.25,4.75293553290019e-14,"8","PPIB1"
1.00590083444851e-17,0.886690768398615,0.229,0.155,1.41479952365183e-13,"8","RAC22"
1.02028214394744e-17,1.06084383539443,0.169,0.104,1.43502683546208e-13,"8","PTGER42"
2.57761608455972e-17,0.843995084804968,0.252,0.176,3.62541702293324e-13,"8","HMGB22"
2.82547326921297e-17,1.38795824796166,0.1,0.052,3.97402815314805e-13,"8","RNF166"
7.12519918493768e-17,0.925718886133661,0.292,0.223,1.00215926536148e-12,"8","LSP11"
1.35430619456078e-16,0.566456765621246,0.423,0.345,1.90483166264974e-12,"8","OASL1"
1.40481907088914e-16,0.76145558932895,0.304,0.23,1.97587802320558e-12,"8","KMT2E1"
1.91025304763569e-16,0.729306996345425,0.229,0.153,2.68677091149959e-12,"8","FYN2"
3.40856388254076e-16,0.560683196196317,0.256,0.179,4.79414510079358e-12,"8","DDIT42"
4.69277604133356e-16,1.15104709896192,0.132,0.077,6.60038950213565e-12,"8","OTULINL"
5.72910729988797e-16,0.800677920006362,0.134,0.077,8.05798941729243e-12,"8","CD8A"
7.99057938755981e-16,1.39573283312703,0.122,0.07,1.12387499086029e-11,"8","ABI3"
8.59353435495995e-16,1.19663029953424,0.116,0.064,1.20868060702512e-11,"8","PRKCH1"
8.70009386589272e-16,0.725726336640642,0.376,0.315,1.22366820223781e-11,"8","RABAC1"
1.23270930358784e-15,1.02433202286882,0.171,0.11,1.7338056354963e-11,"8","BTN3A21"
1.61023402138715e-15,0.428844008917977,0.585,0.505,2.26479415108102e-11,"8","LY6E1"
2.20114607472139e-15,0.905133000744198,0.24,0.173,3.09591195409563e-11,"8","ECH13"
2.43615398673282e-15,0.34637113430276,0.676,0.623,3.4264505823397e-11,"8","PSMB91"
3.37298745471163e-15,1.19762037391238,0.116,0.066,4.7441068550519e-11,"8","TMEM1091"
3.41798855112861e-15,0.841841778378173,0.298,0.235,4.8074008971624e-11,"8","HLA-F1"
8.81952045583327e-15,0.817554631829651,0.223,0.157,1.24046555211295e-10,"8","LINC006232"
1.46150803935396e-14,1.26006935883199,0.101,0.055,2.05561105735134e-10,"8","RUNX31"
1.57123501052283e-14,0.537606103676235,0.501,0.448,2.20994204230036e-10,"8","BST22"
6.71762360121541e-14,0.82323203797357,0.302,0.242,9.44833759510947e-10,"8","CHMP4A1"
8.16106518303228e-14,1.48544021557362,0.111,0.065,1.14785381799349e-09,"8","ADAM82"
9.18675846485301e-14,1.2415428469744,0.11,0.063,1.29211757808158e-09,"8","MPG"
1.83505850236266e-13,0.812883374357278,0.197,0.136,2.58100978357308e-09,"8","SYNE22"
2.3321497573405e-13,0.655113618759292,0.388,0.338,3.28016863369941e-09,"8","TPI11"
2.48899423759496e-13,0.791277191094244,0.304,0.247,3.5007703951773e-09,"8","TMED91"
5.95212179151109e-13,1.22479530160073,0.152,0.101,8.37165929976035e-09,"8","HCST1"
6.3525047952811e-13,0.457756222249555,0.542,0.521,8.93479799456287e-09,"8","PSME11"
1.01170703856852e-12,0.456615208730052,0.26,0.196,1.42296594974662e-08,"8","GADD45B1"
1.23800480459819e-12,0.96434690080844,0.244,0.189,1.74125375766735e-08,"8","PRDX61"
1.58458523618787e-12,0.848067163142948,0.15,0.096,2.22871913469824e-08,"8","ARHGEF11"
2.44515665824573e-12,0.789907097539378,0.187,0.13,3.43911283982262e-08,"8","PMAIP12"
2.65695446361899e-12,1.19366859624073,0.105,0.062,3.73700645308011e-08,"8","PDIA41"
2.72799399700312e-12,1.00552450214306,0.201,0.145,3.83692355678488e-08,"8","SDF2L11"
2.92968191979514e-12,0.957440446427421,0.165,0.113,4.12059762019186e-08,"8","LSM42"
3.45512071219139e-12,1.07901533480735,0.153,0.102,4.85962728169719e-08,"8","DCXR1"
6.27049817635047e-12,1.08729448841666,0.125,0.079,8.81945568503693e-08,"8","BIN2"
7.93359809511715e-12,0.893839392201765,0.237,0.183,1.11586057207823e-07,"8","BSG1"
1.41205068854669e-11,1.0137809257337,0.153,0.104,1.98604929344092e-07,"8","ANP32A1"
1.43421266224815e-11,1.04084059848745,0.168,0.117,2.01722010945203e-07,"8","CKLF2"
1.50168818337704e-11,0.502511894726636,0.423,0.371,2.11212442991981e-07,"8","HMGN12"
3.44591860200052e-11,0.904018179323883,0.17,0.119,4.84668451371373e-07,"8","POLR3GL1"
3.49387843468354e-11,0.728907088595233,0.308,0.26,4.9141400183824e-07,"8","TRAPPC11"
4.26335134804308e-11,1.00350896986775,0.106,0.064,5.99640367102259e-07,"8","IL161"
4.37894771153835e-11,0.982619456305016,0.124,0.08,6.15898995627868e-07,"8","DDX61"
4.7938906686061e-11,0.843569344211021,0.192,0.14,6.74260722539448e-07,"8","CCDC121"
9.71102174891874e-11,0.710129081987776,0.183,0.129,1.36585520898542e-06,"8","SNRPN2"
2.44065533254146e-10,0.773427572502287,0.245,0.195,3.43278172521956e-06,"8","BZW12"
3.1452549493532e-10,0.461999929372772,0.486,0.467,4.42380108626527e-06,"8","TMEM591"
4.26140601872784e-10,1.04769761332782,0.181,0.135,5.99366756534071e-06,"8","IDH2"
