"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.81111917981321e-08,0.862055408316327,0.153,0.045,0.000395383912640728,"17","POP5"
2.81397266943978e-08,1.04529471717621,0.161,0.049,0.000395785255956705,"17","CDKN2D"
2.8440448947213e-08,0.552281218451007,0.597,0.309,0.000400014914442552,"17","CIRBP1"
2.96488144343023e-08,1.20088036923108,0.137,0.039,0.000417010575018462,"17","PABPN1"
3.01562673984254e-08,0.750833802636914,0.702,0.467,0.000424147900958853,"17","UBE2L61"
3.07493892229311e-08,0.404103075724973,0.702,0.373,0.000432490159420526,"17","PDIA3"
3.09051265138243e-08,0.556606996182183,0.177,0.056,0.000434680604416938,"17","SINHCAF"
3.19361780866808e-08,0.693756788120175,0.266,0.103,0.000449182344789166,"17","NENF2"
3.20892546259351e-08,1.21542285133552,0.137,0.039,0.000451335366313777,"17","MVB12A"
3.24883554632049e-08,0.873807988037952,0.242,0.09,0.000456948719589978,"17","MRPS36"
3.24972717270009e-08,0.605017515512368,0.282,0.112,0.000457074126840268,"17","MRPL471"
3.25048483680851e-08,0.462454345432656,0.468,0.218,0.000457180692297117,"17","ILF21"
3.30122738611437e-08,0.816921968386042,0.339,0.15,0.000464317631856987,"17","TXNL12"
3.31216968149886e-08,1.12530050980373,0.129,0.035,0.000465856665702815,"17","COMMD9"
3.36426782103721e-08,0.568781967522833,0.395,0.178,0.000473184269028884,"17","DDT"
3.48758954404413e-08,0.904079753446821,0.129,0.035,0.000490529469369807,"17","SLC39A3"
3.52336900202363e-08,0.878347603561957,0.185,0.061,0.000495561850134624,"17","THOC2"
3.64116419259811e-08,1.15126717963942,0.129,0.035,0.000512129743688925,"17","WDR18"
3.6591010343501e-08,1.14618914197353,0.177,0.058,0.000514652560481342,"17","FXR1"
3.71320007502397e-08,0.932814001044813,0.153,0.046,0.000522261590552122,"17","TMEM30A"
3.74415642302191e-08,1.00428266028433,0.169,0.054,0.000526615600898032,"17","BET1"
3.74696804565636e-08,1.11892080762262,0.137,0.039,0.000527011055621567,"17","CDK4"
3.86107514192208e-08,0.66103887651248,0.476,0.234,0.000543060218711341,"17","RBCK11"
3.87836916964949e-08,0.542391545227391,0.581,0.299,0.000545492623711201,"17","TPM32"
3.88189759240962e-08,0.651210839199302,0.411,0.188,0.000545988896372414,"17","UFC11"
3.99871689708488e-08,1.39961542540585,0.121,0.032,0.000562419531574988,"17","MALT1"
4.00569994058179e-08,1.12627897361505,0.129,0.035,0.000563401696642828,"17","AP1M1"
4.12038014853895e-08,0.692900273288798,0.234,0.085,0.000579531467892003,"17","NDUFAF81"
4.23454699523294e-08,1.76733957856715,0.113,0.029,0.000595589034879513,"17","CLIC2"
4.24569175426716e-08,0.409491696905343,0.508,0.244,0.000597156545237677,"17","CHMP4A"
4.26130337170206e-08,0.846404240710423,0.194,0.065,0.000599352319229895,"17","GTPBP41"
4.52397650440248e-08,0.961764172326776,0.153,0.046,0.000636297295344209,"17","PMVK"
4.60314000602084e-08,0.869306252981451,0.153,0.046,0.00064743164184683,"17","PIGX"
5.0564465810352e-08,1.04007210099941,0.25,0.1,0.000711189211622601,"17","THEMIS22"
5.22662890539242e-08,1.3890827786514,0.137,0.04,0.000735125355543445,"17","CINP"
5.37496596689602e-08,0.842250856087918,0.137,0.039,0.000755988963243926,"17","C16orf91"
5.53054424585141e-08,0.820837282824593,0.234,0.087,0.000777871048179,"17","BNIP21"
5.82242174717543e-08,0.509943001175376,0.468,0.222,0.000818923618740224,"17","AURKAIP11"
5.91025161750598e-08,0.418312587869817,0.952,0.733,0.000831276890002215,"17","RPL36AL2"
5.97451989479408e-08,0.493165693206013,0.355,0.153,0.000840316223202788,"17","PFDN21"
6.13862004012692e-08,1.01231465319076,0.129,0.036,0.000863396908643852,"17","NKIRAS2"
6.23749407772576e-08,0.736335592943352,0.298,0.125,0.000877303542032128,"17","ZNF2071"
6.29632779396202e-08,1.25204911640333,0.137,0.04,0.000885578504220758,"17","SMARCC1"
6.48705433292207e-08,1.25124261230287,0.129,0.036,0.00091240419192549,"17","TAPBPL"
6.66286591720005e-08,0.98767920470374,0.145,0.043,0.000937132091254187,"17","VPS36"
6.88352273069022e-08,0.771488859392471,0.177,0.058,0.00096816747207158,"17","LYPLA1"
7.05643080857091e-08,0.371926066021589,0.492,0.233,0.000992486993225498,"17","KRT101"
7.06529315465558e-08,0.488311728852007,0.54,0.271,0.000993733482202307,"17","MOB1A2"
7.08664943403811e-08,0.71880830667651,0.29,0.119,0.00099673724289746,"17","SCAMP2"
7.21449630381303e-08,1.21093459060353,0.137,0.04,0.0010147189051313,"17","XIAP"
7.68696634272381e-08,1.25699223191614,0.113,0.029,0.0010811718161041,"17","IFT43"
7.89498455099845e-08,0.662716258854932,0.194,0.066,0.00111042957709793,"17","ZBTB8OS"
8.0351620683523e-08,0.745757962008821,0.185,0.062,0.00113014554491375,"17","NAXE"
8.07278952987861e-08,0.99999570667874,0.137,0.04,0.00113543784737743,"17","THOC6"
8.25184397107288e-08,0.734975086349982,0.387,0.176,0.0011606218545314,"17","SH3BGRL"
