gene,rank
MRPL3,1694
ACTR2,1695
HMOX2,1696
PLEKHJ1,1697
AIP,1698
PSENEN,1699
DDRGK1,1700
NDUFAF8,1701
TMX2,1702
JCHAIN,1703
TMEM219,1704
IQGAP2,1705
SURF4,1706
BRI3,1707
THBS1,1708
ANXA6,1709
PHYKPL,1710
TANK,1711
CCDC90B,1712
N4BP2L1,1713
OPTN,1714
MAPK1IP1L,1715
MRPS14,1716
ITK,1717
COPS9,1718
MIEN1,1719
SCAMP2,1720
BEX4,1721
EMC3,1722
SPAG7,1723
RAD23B,1724
LYST,1725
TBPL1,1726
PPP2R2A,1727
TMEM183A,1728
CD59,1729
REST,1730
MRPL43,1731
TXNL1,1732
COPS8,1733
RAMP1,1734
ADD3,1735
TRMT10C,1736
BPGM,1737
CREG1,1738
ABLIM1,1739
AMZ2,1740
PHAX,1741
PERP,1742
RASGRP2,1743
TEX264,1744
CFDP1,1745
ERLEC1,1746
COPS3,1747
ATF6B,1748
CELF2,1749
CNOT6L,1750
PDAP1,1751
CEP57,1752
SMIM10L1,1753
GTF2B,1754
LSM8,1755
BIN2,1756
RPL22L1,1757
FIS1,1758
POLR2I,1759
C1orf43,1760
CHD2,1761
RBM7,1762
RAB8A,1763
DECR1,1764
UFD1,1765
SPCS3,1766
DCTPP1,1767
MRPL11,1768
APH1A,1769
MBD4,1770
RASAL3,1771
ALKBH7,1772
NSRP1,1773
DARS,1774
MLEC,1775
NCF2,1776
NDUFA1,1777
DCTN6,1778
CCNH,1779
TCF7,1780
NDUFA8,1781
COQ10B,1782
EIF2A,1783
RPAIN,1784
ADH5,1785
WSB1,1786
ATG12,1787
RPIA,1788
ANXA11,1789
RAB18,1790
GIMAP6,1791
CHTOP,1792
HM13,1793
CYB5B,1794
TOX4,1795
RPF1,1796
MRPL36,1797
METTL23,1798
USP47,1799
GTPBP4,1800
CISD2,1801
DEDD2,1802
MRPL16,1803
SNAP23,1804
H2AFY,1805
MLF2,1806
TCF25,1807
PIGX,1808
FDPS,1809
DNAJC9,1810
NCBP2-AS2,1811
ISCA1,1812
SCML1,1813
AIMP1,1814
PEF1,1815
ATOX1,1816
HTATSF1,1817
FRG1,1818
GPR137B,1819
MRPS15,1820
NOC2L,1821
TIMM17A,1822
SLU7,1823
DDX27,1824
NUTF2,1825
PHF14,1826
STMP1,1827
CPNE3,1828
METAP2,1829
SDHB,1830
MTCH1,1831
HNRNPH2,1832
SDAD1,1833
HAVCR2,1834
TMIGD2,1835
VCP,1836
SPHK1,1837
STIP1,1838
IFRD1,1839
AK6,1840
ACRBP,1841
SEM1,1842
XRN2,1843
RBM25,1844
PRPF31,1845
CBR1,1846
CNPY3,1847
SDF4,1848
CFAP298,1849
SREK1IP1,1850
CLK4,1851
WIPI2,1852
PPT1,1853
NDUFB3,1854
DGCR6L,1855
ETFB,1856
S100A12,1857
SPG21,1858
SPOP,1859
CD300A,1860
COA3,1861
RBBP4,1862
PLEKHB2,1863
CAPZA2,1864
IRF2,1865
HNRNPUL1,1866
TRAPPC3,1867
YIF1A,1868
SSRP1,1869
TTC19,1870
BANK1,1871
FLOT1,1872
YAF2,1873
BCL7B,1874
RBL2,1875
DBNL,1876
USE1,1877
DEF6,1878
DNPEP,1879
IL2RB,1880
PSMD2,1881
SLC9A3R1,1882
G3BP1,1883
DDX58,1884
WDR54,1885
RAB1A,1886
TMEM170A,1887
AP3M2,1888
TTC14,1889
PNN,1890
DNAJA2,1891
TMEM140,1892
NSD1,1893
AQP3,1894
PSMD14,1895
ICAM3,1896
USP1,1897
XCL1,1898
CD82,1899
ITGB1BP1,1900
PPM1G,1901
NDUFC1,1902
TSPYL2,1903
POP5,1904
EIF4E2,1905
SNRNP40,1906
TWISTNB,1907
SMIM12,1908
RHOF,1909
RAB2A,1910
MGAT1,1911
MID1IP1,1912
DNAJC15,1913
CAPN2,1914
MXD1,1915
MCRIP1,1916
MRPS16,1917
TROVE2,1918
CYTH1,1919
PARP14,1920
ASNA1,1921
SRP72,1922
NTMT1,1923
SAMHD1,1924
CDKN2D,1925
UBAC2,1926
ZNF267,1927
CCND2,1928
ARPP19,1929
ZNF207,1930
DAPP1,1931
PTPN2,1932
TAP2,1933
SAP30BP,1934
MRPS10,1935
CSNK1D,1936
THUMPD1,1937
TMEM223,1938
SDHAF2,1939
PIH1D1,1940
CDKN2AIP,1941
TRAPPC6A,1942
CNOT2,1943
DENR,1944
IFI44,1945
SUPT16H,1946
NOB1,1947
RSBN1,1948
PRPF38A,1949
RBMS1,1950
NAA50,1951
UBE2A,1952
USP3,1953
LARP7,1954
LINC00861,1955
TMEM43,1956
EBAG9,1957
SUSD3,1958
SIKE1,1959
SRP54,1960
PNKD,1961
SRPRA,1962
EMG1,1963
MRPS5,1964
RAMMET,1965
NPM3,1966
RNF145,1967
RSF1,1968
ZNF830,1969
DLGAP1-AS1,1970
CCM2,1971
MRPL17,1972
P4HB,1973
PRPS1,1974
CCDC107,1975
C19orf25,1976
SGK1,1977
ERGIC3,1978
ACTR10,1979
REX1BD,1980
CFAP36,1981
USP16,1982
HIKESHI,1983
SAR1A,1984
NARF,1985
GBP3,1986
KIF5B,1987
AKIRIN2,1988
IFT20,1989
AAMP,1990
SEPT9,1991
EEF1E1,1992
MAGEH1,1993
GLO1,1994
EIF3A,1995
SMIM19,1996
PDHA1,1997
VTI1B,1998
TRMO,1999
NDUFA10,2000
ADK,2001
MRPL33,2002
GNB2,2003
ELOF1,2004
NAE1,2005
TAF12,2006
VMP1,2007
HAGH,2008
CMC2,2009
RAB14,2010
TMEM126A,2011
MED19,2012
SNAPC5,2013
USP10,2014
SF3B4,2015
IFITM1,2016
TRAPPC2L,2017
TMEM248,2018
SURF2,2019
SHKBP1,2020
DERL1,2021
NANS,2022
CKS1B,2023
STX5,2024
TMEM11,2025
ISCA2,2026
AKR1A1,2027
PDCD10,2028
ORAI2,2029
NSA2,2030
BABAM1,2031
ERAP2,2032
PTPRA,2033
RDH11,2034
R3HDM4,2035
ZC3H13,2036
SMIM29,2037
SSSCA1,2038
TIFA,2039
LTA4H,2040
CTSA,2041
PPP2R1A,2042
RNF115,2043
MRPL24,2044
GYG1,2045
GORASP2,2046
KLRF1,2047
ARFGAP2,2048
PSMB4,2049
CUTC,2050
RPP38,2051
FYTTD1,2052
CCDC174,2053
NRBP1,2054
THOC7,2055
PSMD12,2056
UBE2D1,2057
CXCL1,2058
RPL28,2059
ABI1,2060
GTPBP8,2061
ZNF281,2062
MTF2,2063
PHF20L1,2064
RNF126,2065
ADGRE5,2066
CDC37L1,2067
TSG101,2068
ORMDL2,2069
WDR1,2070
FKBP3,2071
ZNF800,2072
RAD9A,2073
NDUFAF4,2074
CYSLTR1,2075
COA4,2076
MAGOHB,2077
MORC3,2078
RCSD1,2079
DDX17,2080
ZNF148,2081
TMF1,2082
TMX1,2083
ARL14EP,2084
JMJD1C,2085
COX17,2086
MYCBP2,2087
COPS5,2088
OXLD1,2089
COMMD1,2090
ARL2,2091
MPC1,2092
CCL8,2093
SUGT1,2094
SFXN1,2095
MARCH7,2096
RFC1,2097
IAH1,2098
TESPA1,2099
SFPQ,2100
SNRNP35,2101
WDR45,2102
COPS4,2103
NKAP,2104
ATP6V0D1,2105
MRPL50,2106
TXN2,2107
CCDC115,2108
MAP2K1,2109
DUSP10,2110
RRAGA,2111
GSDMD,2112
PPP1R14B,2113
CD5,2114
GOLT1B,2115
YARS,2116
KPNB1,2117
ACAP1,2118
CENPC,2119
C1orf35,2120
OXA1L,2121
SYNCRIP,2122
LRIF1,2123
YWHAE,2124
NCK1,2125
MRPL10,2126
AIDA,2127
PPP1R18,2128
SUMO3,2129
TM2D3,2130
PANK2,2131
PPP1R10,2132
SMARCA5,2133
ASH1L,2134
ZNF224,2135
NASP,2136
CD46,2137
DUSP6,2138
PTGER2,2139
AIM2,2140
WASHC3,2141
PTPN1,2142
ATP6V1E1,2143
ZCRB1,2144
TMED4,2145
LINC00996,2146
GLRX3,2147
ATXN10,2148
VPS35,2149
EIF2S3,2150
PLEKHA1,2151
TPGS1,2152
ABHD3,2153
CD320,2154
BTG3,2155
CD2BP2,2156
ZNF394,2157
YIPF4,2158
HEXB,2159
TBCD,2160
KRTCAP2,2161
ODC1,2162
PPP4R2,2163
PSMC2,2164
RELB,2165
TSN,2166
MRPL15,2167
MIF4GD,2168
DCAF13,2169
GPN1,2170
TNFRSF13B,2171
COMMD2,2172
TNRC6B,2173
ARRDC2,2174
ASNSD1,2175
MNDA,2176
EFHD2,2177
ANKH,2178
SRA1,2179
PFDN1,2180
SAR1B,2181
MRPS35,2182
DTNBP1,2183
MGST1,2184
VPS4B,2185
CCZ1,2186
GADD45A,2187
SMCO4,2188
RNF138,2189
NELL2,2190
ZAP70,2191
ALKBH5,2192
PYCR2,2193
CLPP,2194
PCSK7,2195
TIAL1,2196
MED30,2197
DNAJB14,2198
CCDC66,2199
PGLS,2200
AKR7A2,2201
SINHCAF,2202
HAT1,2203
THOC3,2204
CDC40,2205
TENT5C,2206
NIPA2,2207
TOP1,2208
CAND1,2209
NELFE,2210
RALY,2211
GTF3C1,2212
FAU,2213
SIRT7,2214
TMEM167A,2215
RUNX3,2216
ELAVL1,2217
MRPS30,2218
NMB,2219
ZNF655,2220
AK2,2221
XPC,2222
ECHS1,2223
RBM4,2224
FUBP1,2225
MRPL54,2226
MRPS11,2227
SMIM20,2228
TPT1,2229
RCN2,2230
POLD2,2231
PHF20,2232
SSR1,2233
ALG13,2234
NDUFS4,2235
EBP,2236
SERPINB9,2237
PHPT1,2238
ATP5ME,2239
PAK2,2240
RNF13,2241
COX19,2242
TRABD,2243
MECP2,2244
STOM,2245
PBDC1,2246
VKORC1,2247
RANGRF,2248
PAFAH1B1,2249
DAP3,2250
UBE2G1,2251
PHF1,2252
TSTA3,2253
SERINC3,2254
TSC22D4,2255
ITGB7,2256
MTPN,2257
PIGC,2258
NUDT16L1,2259
RAB32,2260
GGPS1,2261
SBNO1,2262
TMPO,2263
CTSH,2264
ANP32E,2265
FDFT1,2266
PPP4R3B,2267
MED11,2268
SEPT2,2269
ETFA,2270
ALDH9A1,2271
POLE3,2272
TCEAL8,2273
C12orf10,2274
HPCAL1,2275
OTUB1,2276
PWP1,2277
TSEN34,2278
TPRG1,2279
FPR1,2280
ETHE1,2281
MYLIP,2282
MVP,2283
RTF2,2284
TWF2,2285
ATF1,2286
EIF4B,2287
MRPL46,2288
CDKN1B,2289
HACD3,2290
ARRDC3,2291
RHOC,2292
RAB33A,2293
UBA2,2294
EPRS,2295
GABARAP,2296
SHISAL2A,2297
RBM6,2298
PTPRE,2299
DRG1,2300
HINT2,2301
TMEM165,2302
MFSD10,2303
CCDC124,2304
UNC50,2305
VOPP1,2306
RPL26L1,2307
PMF1,2308
EBNA1BP2,2309
SH3KBP1,2310
RBM42,2311
RNF19A,2312
TOPORS,2313
MIA3,2314
TXNDC9,2315
RFTN1,2316
LARS,2317
RIC8A,2318
NSL1,2319
ZDHHC12,2320
CRLF3,2321
TNFRSF1B,2322
ARL6IP6,2323
TIMM22,2324
YME1L1,2325
RPP25L,2326
ZBTB8OS,2327
YTHDC1,2328
TXNDC15,2329
PSMA3-AS1,2330
ECHDC1,2331
UQCRC1,2332
AC073111.5,2333
CHI3L2,2334
PIP4P1,2335
TRIM38,2336
SECISBP2,2337
FCGRT,2338
GPATCH8,2339
CFAP20,2340
ERP44,2341
CARHSP1,2342
MAPKAPK5-AS1,2343
TPGS2,2344
TIPRL,2345
GALM,2346
ABHD14B,2347
RTP4,2348
CDC42EP3,2349
RNF113A,2350
MZT1,2351
DRAM1,2352
CANX,2353
TOR1AIP1,2354
YBX3,2355
ESD,2356
P2RY8,2357
SYS1,2358
SAFB,2359
LRP10,2360
GPR155,2361
PCM1,2362
FIBP,2363
AKNA,2364
STAG2,2365
FDX1,2366
IFRD2,2367
UBE2E3,2368
NMRK1,2369
CFAP97,2370
CYBC1,2371
ORAI1,2372
KLHDC3,2373
ZCCHC10,2374
BRD2,2375
FBLN5,2376
STK17B,2377
ETS1,2378
URM1,2379
NUCB1,2380
C15orf40,2381
MTHFS,2382
THEMIS2,2383
ABCF1,2384
COMMD8,2385
LEPROT,2386
MTERF4,2387
ARL5A,2388
SIAH2,2389
UBQLN1,2390
BNIP2,2391
PEX16,2392
WDR46,2393
TIPARP,2394
RIOK1,2395
MPG,2396
PYCARD,2397
AATF,2398
ZNF32,2399
LENG1,2400
MRPL52,2401
ZFR,2402
TBRG1,2403
IKZF3,2404
PFDN6,2405
ALG3,2406
CCDC91,2407
COPB1,2408
CDKN1A,2409
HDAC1,2410
TMEM87A,2411
IFIT5,2412
AMD1,2413
TLK1,2414
SLC43A2,2415
CCDC82,2416
LETMD1,2417
POLR2H,2418
TARDBP,2419
FMNL1,2420
PCMTD1,2421
VBP1,2422
EED,2423
PNO1,2424
CHMP4B,2425
PRPF6,2426
AQP9,2427
PDIA4,2428
MRPS31,2429
RGS19,2430
COA1,2431
CCR1,2432
TC2N,2433
DMAC2,2434
OXNAD1,2435
ZNF430,2436
CCDC32,2437
KANSL1,2438
RRAGC,2439
WDR61,2440
CMTM3,2441
NRDC,2442
APOPT1,2443
VRK2,2444
TOR1A,2445
TPRKB,2446
RABIF,2447
POP7,2448
RIF1,2449
CWF19L2,2450
JOSD1,2451
KAT5,2452
FLT3LG,2453
KRR1,2454
C1orf122,2455
AZIN1,2456
POLR3K,2457
MFF,2458
HSH2D,2459
TNIP2,2460
NDUFV1,2461
CDK4,2462
RAB11B,2463
PRDX3,2464
ADAM8,2465
ITSN2,2466
LINC01943,2467
UXS1,2468
BRMS1,2469
PTPN6,2470
DLD,2471
TIMM17B,2472
MRPL48,2473
TP53RK,2474
IRF2BP2,2475
MRPL44,2476
RBM23,2477
TIMM8B,2478
ATG5,2479
LPIN2,2480
GAPT,2481
ADIPOR1,2482
UBE2J2,2483
BCL2,2484
SLC25A39,2485
ALG5,2486
SREK1,2487
INTS10,2488
COA5,2489
TOMM40,2490
SAYSD1,2491
ANAPC13,2492
MRPL40,2493
FBXL15,2494
DDAH2,2495
CAMTA1,2496
PITPNB,2497
DPH3,2498
HGSNAT,2499
CMC1,2500
TGFBI,2501
PSMF1,2502
ELP5,2503
NENF,2504
EXOSC7,2505
RPS6KB2,2506
TRIM56,2507
SVBP,2508
DR1,2509
PARL,2510
PCNA,2511
LINS1,2512
FADD,2513
RPP30,2514
MAP3K8,2515
FASTK,2516
NGLY1,2517
NFYB,2518
TPD52,2519
DNAJB4,2520
BLNK,2521
COMMD7,2522
HPRT1,2523
ARAP2,2524
PPP2R3C,2525
PCGF5,2526
ARID4A,2527
ATG101,2528
THOC2,2529
UHMK1,2530
CHRAC1,2531
LDLRAP1,2532
BDP1,2533
CAT,2534
MRPL13,2535
MRPL27,2536
GARS,2537
DKC1,2538
DNAJC7,2539
SRPRB,2540
RALBP1,2541
PET100,2542
TSEN15,2543
PARP9,2544
SRPK2,2545
PSMD9,2546
THAP7,2547
BNIP3,2548
C1orf131,2549
ACADVL,2550
ZNF622,2551
SEC61G,2552
CTR9,2553
NSMCE4A,2554
LILRB2,2555
MTHFD2,2556
FLNA,2557
DHX29,2558
CSTF2T,2559
MAD2L1BP,2560
SNAPIN,2561
EXOG,2562
ARHGAP30,2563
OARD1,2564
PPWD1,2565
IFT57,2566
CCDC186,2567
SNRNP27,2568
NIP7,2569
SGF29,2570
ROCK1,2571
NELFCD,2572
ABCG1,2573
TNIP1,2574
NUBP2,2575
JPX,2576
MTMR6,2577
MRPS36,2578
NUDT4,2579
RAB6A,2580
SUN2,2581
BTF3L4,2582
MFAP1,2583
RNF34,2584
GNAI3,2585
SP140L,2586
SLC25A26,2587
FNIP1,2588
COX20,2589
ESCO1,2590
AC025159.1,2591
RAB5A,2592
SLAMF1,2593
MUM1,2594
OGFR,2595
MNAT1,2596
AC114760.2,2597
EMD,2598
SAFB2,2599
EXOC7,2600
ADPGK,2601
ZNF688,2602
RABGGTB,2603
CTNNBL1,2604
UQCC3,2605
ZNF75A,2606
LYPLA2,2607
SHOC2,2608
ZBP1,2609
SLC7A11,2610
SDR39U1,2611
TIMM10B,2612
TMEM50B,2613
COQ4,2614
UBL7,2615
ERV3-1,2616
IL1R2,2617
TPST2,2618
WBP2,2619
PRKAG1,2620
YDJC,2621
RBM14,2622
FANCF,2623
HPF1,2624
PIGP,2625
ACADM,2626
ELOVL5,2627
DDX50,2628
ZRSR2,2629
ESF1,2630
C1orf174,2631
BLCAP,2632
ZCCHC17,2633
ZPR1,2634
UPF3A,2635
HADHA,2636
CCNL2,2637
PPIL4,2638
FAM200B,2639
TMEM204,2640
GNPTAB,2641
CCRL2,2642
BEX2,2643
PRELID3B,2644
FERMT3,2645
BOLA3,2646
TFDP2,2647
PKIG,2648
FHIT,2649
UTP11,2650
ECI2,2651
HNRNPA1P48,2652
CRTC3,2653
NRBF2,2654
SEC63,2655
BLMH,2656
PFKFB3,2657
PPP2R5A,2658
PDLIM7,2659
CLK3,2660
UTP23,2661
PTPN22,2662
CHMP2B,2663
IL4R,2664
ARPC4,2665
SNRNP70,2666
DNAJB2,2667
MLLT3,2668
SMC6,2669
EHD1,2670
TBC1D15,2671
CLUAP1,2672
ARHGEF3,2673
CYB5A,2674
CD36,2675
NFKB2,2676
HAUS3,2677
SLC25A11,2678
TM9SF2,2679
TRA2A,2680
HLA-DMB,2681
MRFAP1L1,2682
ZDHHC4,2683
YIPF3,2684
RNMT,2685
UPF3B,2686
EXOSC3,2687
ARMC10,2688
ING3,2689
RUVBL2,2690
TRNT1,2691
MCTS1,2692
SPART,2693
PHIP,2694
RNF130,2695
ORMDL3,2696
C1orf123,2697
KRCC1,2698
SMARCB1,2699
TSNAX,2700
MARCH5,2701
ISY1,2702
DOCK8,2703
TXNL4A,2704
UROD,2705
PRCC,2706
KDM5A,2707
SNX20,2708
DNASE2,2709
DNMT1,2710
RAB4A,2711
COPB2,2712
KXD1,2713
TXNRD1,2714
TMEM205,2715
GCLM,2716
AZI2,2717
FAM104A,2718
MRPL28,2719
GTF2E2,2720
MCM3,2721
SKAP1,2722
LCMT1,2723
BORCS7,2724
NIPAL3,2725
DDX1,2726
NOL11,2727
SELENOM,2728
F8A1,2729
UFL1,2730
APPL1,2731
STMN3,2732
PIN4,2733
MRPS22,2734
USP30-AS1,2735
GLRX5,2736
ACAT2,2737
UTP3,2738
FNBP4,2739
HDDC3,2740
MRPL58,2741
STX10,2742
PRR5,2743
IDH3G,2744
LGALS8,2745
DCPS,2746
PIGH,2747
NOLC1,2748
TXNDC17,2749
SLC7A6OS,2750
CCNC,2751
GADD45G,2752
PPID,2753
HBA1,2754
THAP9-AS1,2755
OGA,2756
NBEAL1,2757
STAU1,2758
CTNNAL1,2759
MRPS18A,2760
HERPUD2,2761
PRPF19,2762
PRKRA,2763
GOSR1,2764
SCML4,2765
STX8,2766
CALCOCO2,2767
CD200,2768
MRPL42,2769
WAS,2770
NONO,2771
VPS72,2772
MMD,2773
MYH9,2774
PRR5L,2775
ARL16,2776
HDAC2,2777
PPM1B,2778
ILKAP,2779
IL27RA,2780
ZNF131,2781
MAD1L1,2782
PGRMC2,2783
NIPSNAP2,2784
PHF3,2785
MIF,2786
CNDP2,2787
PUM3,2788
SUMF2,2789
PLRG1,2790
NIPBL,2791
ZNF770,2792
C12orf29,2793
DPP7,2794
SCFD1,2795
TMEM60,2796
FBXO21,2797
CCDC167,2798
TNFRSF14,2799
UAP1,2800
CSRNP1,2801
AC243960.1,2802
METTL21A,2803
MED6,2804
COX11,2805
GRWD1,2806
ADM,2807
PSMB10,2808
SMS,2809
AASDHPPT,2810
PTTG1IP,2811
ETFRF1,2812
GTF2F1,2813
ABHD17A,2814
ETF1,2815
FAM96A,2816
BLVRA,2817
DIMT1,2818
USP8,2819
ZNF638,2820
SNAPC1,2821
HAUS1,2822
DHX15,2823
DPM2,2824
PHB2,2825
VRK3,2826
DNAJB11,2827
FAAP20,2828
ABHD13,2829
RAD51C,2830
UPF2,2831
SLIRP,2832
ADAM28,2833
UTP18,2834
KDSR,2835
THAP2,2836
TMX4,2837
WAC,2838
RBM5,2839
TGOLN2,2840
DDX60L,2841
ADPRHL2,2842
API5,2843
TCF4,2844
ZNF791,2845
MRPL39,2846
CNOT4,2847
TTF1,2848
RAE1,2849
FAM3C,2850
CXCR6,2851
LYRM2,2852
ISOC1,2853
GLT8D1,2854
DCAF7,2855
TMUB1,2856
BCCIP,2857
FBXO34,2858
USP48,2859
CARD8,2860
MIER1,2861
OAZ2,2862
RAB29,2863
CHCHD7,2864
SCOC,2865
AGTRAP,2866
FAM136A,2867
SRP68,2868
ACTL6A,2869
CRYZL1,2870
MRPL2,2871
PRR14,2872
TDG,2873
SCARB2,2874
NFATC1,2875
CHCHD5,2876
DPF2,2877
SHARPIN,2878
CCDC47,2879
ITPA,2880
CMAS,2881
NOL8,2882
BAK1,2883
C18orf21,2884
GNL1,2885
NFU1,2886
OAT,2887
N4BP1,2888
GPN3,2889
ZC3H8,2890
EIF2AK1,2891
TM2D1,2892
C1GALT1,2893
ZNF302,2894
ARF5,2895
MBNL1,2896
MRPL4,2897
SMAP1,2898
GNL2,2899
NOP16,2900
TARS,2901
LINC00667,2902
PTRHD1,2903
PNPLA8,2904
AC012615.1,2905
TAOK3,2906
NFKB1,2907
TMOD3,2908
MAZ,2909
ACOT9,2910
TKT,2911
CUEDC2,2912
CSKMT,2913
ATF7IP,2914
ZSWIM7,2915
FAM49A,2916
UBALD2,2917
CIAO1,2918
LMO4,2919
GPR108,2920
CDK5RAP1,2921
MRPL19,2922
H1FX,2923
RTN3,2924
PIAS1,2925
BRD7,2926
WAPL,2927
LINC02446,2928
CHTF8,2929
ELF2,2930
KIAA1143,2931
HSPA4,2932
GPR65,2933
RAD1,2934
B3GNT2,2935
COMMD5,2936
AC100810.1,2937
LMNB1,2938
TIMMDC1,2939
STX4,2940
NDUFA3,2941
PTPMT1,2942
LYPLA1,2943
INIP,2944
TIA1,2945
CEBPG,2946
PDE3B,2947
LYRM4,2948
NUDT21,2949
MRPL23,2950
CYB561D2,2951
MRPS2,2952
PPAN,2953
GOPC,2954
GPCPD1,2955
RPA1,2956
SZRD1,2957
TDP2,2958
FAM215B,2959
FUNDC1,2960
UCHL3,2961
BABAM2,2962
TIMM9,2963
CNN2,2964
GGA1,2965
ADAM10,2966
BTN3A1,2967
CEBPZOS,2968
TTC9C,2969
RNF139,2970
XIST,2971
IP6K1,2972
RETREG1,2973
TMED5,2974
METTL18,2975
MMP24OS,2976
NUDT22,2977
HNRNPD,2978
TSFM,2979
BTN3A3,2980
UBE2K,2981
FRA10AC1,2982
POP4,2983
PAIP1,2984
TNFSF14,2985
JUND,2986
YPEL2,2987
RFXANK,2988
PJA2,2989
FLYWCH2,2990
TSEN54,2991
ST3GAL5,2992
NEMF,2993
MOAP1,2994
B4GALT3,2995
MRTO4,2996
TGFB1,2997
GID8,2998
CREBZF,2999
RAB28,3000
