avg_log2fc,cluster,gene,p_adj,p_value,pct_1,pct_2
0.6467618212242159,2,RPF1,0.0000015409018885722601,0.00000005346321518828745,0.1320249776984835,0.06579764121663563
0.6806453943145888,2,STK17B,0.0000015637325854843628,0.00000005436652927848229,0.12667261373773417,0.06035710373534889
0.7831401285941564,2,DUSP2,0.0000017761139367883939,0.00000006187670309465432,0.20606601248884923,0.14338919925512103
0.6745071528718736,2,RIOK1,0.0000018523384425389556,0.00000006466392998838444,0.10214094558429973,0.03476101800124146
0.7609196511444324,2,SERTAD1,0.000001960421643530426,0.00000006857642720348167,0.14540588760035683,0.08193668528864059
0.5543941187810476,2,MRPL9,0.000002036475380877831,0.00000007138161128850129,0.1462979482604817,0.08022054259320116
0.6278500347505671,2,FUBP1,0.0000020392867806338915,0.00000007162514537029097,0.14897413024085637,0.0855880527257458
0.41922646392659224,2,CD96,0.000002132911903661817,0.00000007506515409261283,0.17573595004460305,0.10840909920765326
0.5498069364390406,2,IMP3,0.000002134796867981509,0.0000000752832738371012,0.19892952720785012,0.13681673786833168
0.6587173873106267,2,RBM25,0.000002211935637659576,0.00000007816082558953497,0.13782337198929528,0.07350202650892759
0.5595024869844927,2,C12orf65,0.0000022325119281710315,0.00000007904663634761278,0.11775200713648529,0.050534925329535914
0.6013943324147543,2,AK6,0.0000024739447397506337,0.0000000877709509516933,0.14228367528991973,0.07817577682842225
0.6543406214260659,2,TBPL1,0.000002553097012545358,0.00000009076064744206747,0.1440677966101695,0.08043962463942747
0.5291006586370282,2,CHMP5,0.0000025569905659672187,0.00000009108085841091906,0.31311329170383584,0.2807536422390185
0.6659518989499466,2,PTGER4,0.0000025935774197660998,0.00000009256849375915976,0.16503122212310437,0.10209223354146128
0.5747092791280286,2,NDUFAF4,0.0000026669673430249534,0.00000009537750256249922,0.10927743086529884,0.04210026654982291
0.6305308666688691,2,CDC42,0.00000272445361239084,0.00000009762706154603507,0.2734165923282783,0.23306678351042465
0.5477955701391531,2,TNFRSF25,0.0000028472578715294015,0.00000010223001956077837,0.11061552185548618,0.043743381896520245
0.6001930428624602,2,MRPL57,0.0000029008591936018755,0.00000010436080710718443,0.20785013380909903,0.14970606492131303
0.7056734676666258,2,IRF2BP2,0.0000029228393800462797,0.00000010535937189359856,0.11641391614629795,0.051593821886296416
0.5957416762409458,2,TAP1,0.0000030461362132322818,0.00000011002041921948091,0.34656556645851916,0.3201518968853836
0.6144157050364814,2,TSN,0.0000031875422813533067,0.00000011535435628928781,0.12533452274754683,0.0605761857815752
0.623666404457403,2,GTPBP4,0.0000032110239127984524,0.00000011643243480463639,0.12578055307760927,0.060795267827801515
0.6693327694464295,2,MED30,0.0000033140170594179897,0.00000012040261054835355,0.12622658340767173,0.06225581480264359
0.5998993112001114,2,TRMT10C,0.0000034759401111236765,0.00000012653262260187148,0.12578055307760927,0.06068572680468835
0.3344552511403944,2,LDHA,0.000003518293116785943,0.00000012847018937556243,0.4464763603925067,0.41888487238470806
0.4843743324650227,2,ACP1,0.000003518293116785943,0.00000012857466491489333,0.211864406779661,0.15259064519662613
0.647293642779449,2,CCND2,0.000003548908411109477,0.00000012994581100045366,0.10124888492417485,0.034943586373096726
0.6882628488827214,2,ZNF267,0.000003653259132408571,0.00000013402642817794685,0.1409455842997324,0.07872348194398802
0.6003559714219558,2,NCBP2-AS2,0.000005054743865710631,0.00000018580181859739753,0.12934879571810884,0.06546901814729617
0.6268379027336379,2,MRPS35,0.000005129452648193601,0.00000018891265352039,0.11462979482604817,0.04998722021397013
0.5682062226124026,2,CAMLG,0.000005829918275918922,0.00000021512460612882478,0.17573595004460305,0.11512761529192683
0.4621025212321601,2,SLC25A3,0.00000598948810368679,0.00000022143859323975335,0.3238180196253345,0.28659583013838685
0.6826377099938129,2,DDX6,0.000006219577740438763,0.0000002303874868658795,0.13960749330954506,0.0771533939460328
0.6120197504550529,2,YAF2,0.000006398038111779216,0.00000023745296084953793,0.1079393398751115,0.04341475882718078
0.5558650766282288,2,SAP30BP,0.000006481953034734699,0.00000024102818607651955,0.14585191793041927,0.08357980063533793
0.5926362159180252,2,TBC1D15,0.0000066563059191319475,0.0000002481633996076482,0.10303300624442462,0.03837587176397561
0.6108326192797198,2,TM2D3,0.0000066563059191319475,0.00000024845791735117473,0.1409455842997324,0.07989191952386168
0.6976660417117175,2,AZIN1,0.0000067684783569354356,0.00000025312617246697755,0.12488849241748438,0.06258443787198306
0.6163257260834709,2,GATA3,0.0000069168751015028276,0.00000025916766288602844,0.10660124888492417,0.0419542118523387
0.6582140539411407,2,ALG13,0.000006958287334140158,0.0000002612140570512622,0.12132024977698483,0.05893307043487786
0.6046209238963259,2,ISY1,0.000008116107377777788,0.00000030525565608563454,0.10838537020517396,0.04491181947639391
0.5566810174086073,2,NARS,0.000008358462069180326,0.0000003149651544021026,0.13826940231935772,0.07583890166867492
0.6762435218123303,2,YWHAE,0.000008839739586236962,0.0000003337292371341505,0.1726137377341659,0.11684375798736626
0.549632189909279,2,DERL2,0.000009036904501476501,0.0000003418153711187699,0.19848349687778769,0.14459415050936575
0.513979157111889,2,MRPS7,0.000010457943673169927,0.0000003963088501812706,0.1743978590544157,0.11531018366378208
0.5760034057569314,2,PRPF38A,0.000011293066328144833,0.0000004287591481855202,0.16057091882247992,0.10238434293642969
0.5726717332598443,2,MRPL50,0.000012028917211060335,0.00000045755212996212435,0.11909009812667261,0.05692481834447
0.5458135755774749,2,ERGIC2,0.00001208813831544084,0.0000004606642116655735,0.14986619090098127,0.08887428341914047
0.5917190539480197,2,EWSR1,0.000012554341024126404,0.0000004793232228905708,0.2149866190900981,0.16558951327272065
0.4637592720806547,2,EML4,0.000013049710967923943,0.0000004991642019724907,0.16993755575379127,0.10888377697447695
0.5421942246228039,2,CLK4,0.00001500991841304389,0.0000005752112353096805,0.11329170383586083,0.05079052105013328
0.5326239166535152,2,ADRM1,0.00001502337213006423,0.0000005767949484702939,0.2622658340767172,0.22218570854785116
0.6138444792379605,2,RBM22,0.00001540632359238928,0.0000005925930368633203,0.1462979482604817,0.08734070909555629
0.5077518929914349,2,N4BP2L2,0.000015421320789493866,0.0000005942663254820957,0.21810883140053525,0.16621024573702853
0.6097618531422955,2,RSBN1,0.000015614744646444576,0.0000006038921909201633,0.10258697591436218,0.04016504180815716
0.5681006711279245,2,RAD21,0.000015614744646444576,0.0000006039403546154176,0.14272970561998216,0.08336071858911162
0.6650842133232693,2,GTPBP8,0.000015650652365912644,0.000000606441915351752,0.10035682426404996,0.038266330740862456
0.44507955052737436,2,GNAS,0.000018048033023872052,0.0000007006204074677669,0.25245316681534347,0.20396538503669626
0.5380776981202559,2,SLU7,0.000018224912136430233,0.0000007098860113075034,0.1623550401427297,0.10515938218862964
0.6251965879132924,2,TSHZ2,0.000018224912136430233,0.0000007100783399049959,0.11775200713648529,0.056340599554533174
